,locality,type,subtype,price,sale_type,rooms,living_area,equipped_kitchen,furnished,fire,terrace,terrace_area,garden,garden_area,plot_surface,facades,pool,state
5744,6120,2,APARTMENT,1250,2,2,98,1,0,0,1,19,1,45,,3,0,GOOD
5745,1000,2,APARTMENT,1350,2,1,64,0,0,0,1,,,,,4,0,AS_NEW
5746,8200,1,HOUSE,1195000,1,4,309,,0,1,,,,,1353,4,0,AS_NEW
5747,1000,2,APARTMENT,850,2,1,70,1,0,0,,,,,,2,0,GOOD
5748,3770,1,HOUSE,349900,1,0,,,,0,,,,,153,,,AS_NEW
5749,1020,2,FLAT_STUDIO,700,2,0,35,0,,0,1,9,,,,2,,
5750,8792,2,APARTMENT,600,2,1,65,,,0,,,,,,,,GOOD
5751,9290,1,HOUSE,279000,1,4,,,,0,,,,,1040,,,AS_NEW
5752,9600,2,APARTMENT,293200,1,2,97,0,,0,,,1,121,,2,,GOOD
5753,2930,1,VILLA,1775000,1,4,450,,0,0,1,,,,1960,4,,GOOD
5754,1930,1,TOWN_HOUSE,1700,2,5,140,0,0,0,1,20,1,120,339,3,0,GOOD
5755,9280,2,APARTMENT,675,2,2,68,,,0,,,,,,,,GOOD
5756,1050,2,APARTMENT,2250,2,3,142,1,0,0,,,,,,2,0,AS_NEW
5757,2381,1,HOUSE,404000,1,3,149,0,0,0,,,,,289,3,0,GOOD
5758,4500,2,APARTMENT,700,2,1,70,0,,0,,,,,,,,GOOD
5759,6640,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5760,1050,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5761,1160,2,APARTMENT,545000,1,2,91,1,,0,1,14,,,,,,
5762,9800,2,APARTMENT,955,2,2,109,1,0,0,1,21,,,,2,,AS_NEW
5763,4053,1,EXCEPTIONAL_PROPERTY,995000,1,4,,,,0,1,,,,2746,4,,
5764,1070,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5765,8400,2,APARTMENT,995,2,2,,0,,0,1,3,,,,,,
5766,2920,2,APARTMENT,950,2,1,75,1,1,0,1,10,,,,4,0,GOOD
5767,1190,2,APARTMENT,330000,1,3,140,0,,0,1,20,,,,2,0,TO_RENOVATE
5768,1040,2,APARTMENT,1100,2,1,60,1,1,0,1,2,,,,2,0,AS_NEW
5769,4970,1,VILLA,480000,1,5,262,1,0,0,1,30,1,890,890,4,0,GOOD
5770,2930,1,HOUSE,635,2,2,106,0,0,0,1,50,1,103,334,3,0,GOOD
5771,2640,1,TOWN_HOUSE,525000,1,4,183,0,,1,,,,,194,2,,AS_NEW
5772,9230,1,OTHER_PROPERTY,1295000,1,4,320,0,,0,1,11,1,42,1227,4,,GOOD
5773,2500,1,HOUSE,1475,2,3,150,1,,0,1,20,,,100,2,,AS_NEW
5774,3440,1,HOUSE,1480,2,5,250,,,0,1,1,1,190,265,3,0,AS_NEW
5775,1050,2,APARTMENT,1750,2,2,73,1,1,0,,,,,,2,0,GOOD
5776,1180,2,APARTMENT,675000,1,3,162,0,,0,1,10,,,,2,0,AS_NEW
5777,4651,1,MIXED_USE_BUILDING,5500,2,5,100,0,,0,1,77,1,1390,3070,3,0,AS_NEW
5778,2200,2,GROUND_FLOOR,220000,1,1,60,0,,0,1,6,,,,2,,
5779,1070,2,APARTMENT,850,2,1,50,0,0,0,,,,,,3,0,
5780,8780,1,HOUSE,570000,1,6,256,0,0,0,1,,,,1100,3,0,GOOD
5781,1348,2,FLAT_STUDIO,625,2,0,35,,,0,,,,,,,,
5782,1480,2,APARTMENT,850,2,2,90,,,0,1,1,,,,2,0,AS_NEW
5783,3300,2,APARTMENT,825,2,2,81,0,0,0,1,11,,,,,,AS_NEW
5784,9910,1,HOUSE,870,2,3,,,0,0,,,,,0,3,,GOOD
5785,8210,2,APARTMENT,357472,1,2,118,,,0,1,23,,,,,,GOOD
5786,3740,2,APARTMENT,925,2,2,120,1,,0,1,,,,,,,
5787,2811,1,HOUSE,849000,1,4,234,0,,0,1,30,1,92,376,4,,
5788,2260,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5789,2300,2,DUPLEX,695,2,1,78,,0,0,,,,,,,,GOOD
5790,2150,1,HOUSE,795000,1,4,271,,,0,,,,,449,3,,GOOD
5791,1050,2,PENTHOUSE,1695000,1,4,297,1,0,0,1,300,,,,4,0,AS_NEW
5792,1190,2,APARTMENT,1450,2,2,100,1,0,0,1,10,,,,3,0,AS_NEW
5793,2382,1,HOUSE,950000,1,5,400,,0,0,1,,,,1615,4,,
5794,3583,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
5795,1460,1,HOUSE,350000,1,5,215,1,0,0,1,16,1,150,220,3,0,GOOD
5796,1050,2,APARTMENT,349000,1,2,85,0,0,0,1,,,,,3,0,AS_NEW
5797,2870,1,HOUSE,294000,1,3,148,0,,0,1,11,1,51,145,2,,GOOD
5798,5310,2,APARTMENT,750,2,1,,,,0,,,,,,4,0,GOOD
5799,1370,1,HOUSE,425000,1,2,180,1,0,0,,,1,1000,1000,3,0,AS_NEW
5800,7972,1,HOUSE,105000,1,2,74,0,0,0,,,,,49,2,,
5801,8300,1,HOUSE,2195000,1,4,222,0,,0,1,,1,736,736,4,0,TO_RENOVATE
5802,2300,2,APARTMENT,600,2,1,62,,0,0,1,10,,,,,,GOOD
5803,3640,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
5804,2940,2,DUPLEX,1100,2,2,120,1,,0,1,,,,,2,,GOOD
5805,8300,1,HOUSE,2195000,1,4,233,1,0,0,1,,,,883,4,1,JUST_RENOVATED
5806,8200,1,HOUSE,1300,2,5,,0,,0,1,,,,0,2,,
5807,4000,2,APARTMENT,290,2,1,100,0,,0,,,,,,2,,
5808,1040,2,DUPLEX,3900,2,3,210,1,0,0,1,66,,,,2,0,GOOD
5809,9500,1,VILLA,695000,1,3,400,0,,0,1,,,,2000,4,,
5810,1150,2,APARTMENT,690,2,1,51,,,0,,,,,,,0,
5811,7100,2,APARTMENT,770,2,2,98,1,,0,,,,,,2,,AS_NEW
5812,1020,1,HOUSE,585000,1,5,210,,1,0,1,25,1,80,130,2,0,
5813,9700,2,APARTMENT,690,2,2,85,0,,0,,,,,,2,,GOOD
5814,3090,1,MANOR_HOUSE,1700,2,4,175,1,,0,1,25,1,20,0,,,GOOD
5815,2960,1,HOUSE,520000,1,3,180,,,0,,,,,0,,,GOOD
5816,29679,2,APARTMENT,995000,1,3,146,,,0,1,223,,,,,,GOOD
5817,4280,1,HOUSE,239000,1,4,532,0,,0,1,65,,,380,2,,GOOD
5818,8450,2,APARTMENT,995,2,2,101,,,0,,,,,,,,GOOD
5819,1745,2,APARTMENT,950,2,2,97,1,0,0,1,,1,202,,,,GOOD
5820,2150,2,APARTMENT,285000,1,2,91,0,,0,1,15,,,,,,
5821,2930,2,APARTMENT,289000,1,3,112,,,0,,,,,,2,,AS_NEW
5822,1933,2,APARTMENT,1290,2,2,91,0,0,0,1,10,,,,2,0,AS_NEW
5823,8340,1,HOUSE,850,2,2,135,0,0,0,1,92,1,92,181,2,0,GOOD
5824,3500,2,APARTMENT,890,2,2,108,0,,0,1,11,,,,2,,
5825,6670,1,COUNTRY_COTTAGE,590000,1,4,196,0,1,1,1,40,1,1000,1418,4,0,
5826,4053,2,APARTMENT,299000,1,3,140,1,,0,1,,,,,3,,GOOD
5827,2431,1,HOUSE,335000,1,4,228,1,0,0,1,,,,743,4,,JUST_RENOVATED
5828,1140,2,APARTMENT,1550,2,2,102,1,0,0,1,18,,,,4,0,GOOD
5829,1000,2,APARTMENT,2675,2,2,100,1,1,0,1,7,,,,2,,JUST_RENOVATED
5830,1930,1,HOUSE,399000,1,4,130,0,,0,1,,,,230,3,,GOOD
5831,7500,2,APARTMENT,600,2,2,80,0,0,0,,,,,,2,,
5832,9570,1,HOUSE,431925,1,3,209,0,0,0,1,23,,,532,3,0,GOOD
5833,8400,2,FLAT_STUDIO,875,2,0,,0,,0,,,,,,,,GOOD
5834,1000,2,PENTHOUSE,2100,2,2,120,1,0,0,,,,,,2,,GOOD
5835,3800,1,HOUSE,349000,1,3,309,0,,0,,,1,1236,1419,3,,AS_NEW
5836,8620,1,HOUSE,299000,1,3,256,0,,0,,,,,795,,,TO_RENOVATE
5837,3500,2,APARTMENT,209000,1,2,89,0,,0,1,,,,,3,,TO_BE_DONE_UP
5838,1950,2,APARTMENT,1350,2,2,94,1,,0,,,,,,2,,AS_NEW
5839,2360,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
5840,2430,1,HOUSE,189900,1,2,150,,,0,,,,,412,,,TO_BE_DONE_UP
5841,1180,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5842,4460,1,HOUSE,378000,1,3,240,0,,0,1,,1,1184,1660,4,,TO_BE_DONE_UP
5843,9030,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
5844,9660,1,MIXED_USE_BUILDING,299950,1,3,135,0,,0,,,,,621,2,,JUST_RENOVATED
5845,1150,2,GROUND_FLOOR,2350,2,3,170,1,0,0,1,12,,,,,0,AS_NEW
5846,1400,2,APARTMENT,950,2,2,85,1,0,0,1,10,,,,2,0,GOOD
5847,4031,1,HOUSE,199000,1,4,172,0,,0,1,48,1,1035,1155,3,0,TO_RENOVATE
5848,9620,1,HOUSE,875,2,3,110,0,,0,1,11,1,25,106,,,GOOD
5849,8790,1,VILLA,890000,1,4,350,,,1,1,,,,2396,4,,TO_BE_DONE_UP
5850,1150,1,HOUSE,1850,2,3,172,,,0,,,1,60,105,2,0,GOOD
5851,8870,2,PENTHOUSE,950,2,2,94,0,1,0,1,14,,,,,0,AS_NEW
5852,1200,2,APARTMENT,1450,2,2,100,1,1,0,1,4,,,,2,0,AS_NEW
5853,1400,2,APARTMENT,820,2,1,62,,0,0,1,,,,,4,0,
5854,7800,1,HOUSE,232500,1,3,112,0,,0,1,,,,199,,,
5855,8020,2,DUPLEX,965,2,2,,,0,0,1,,,,,,,AS_NEW
5856,1640,1,VILLA,2100,2,3,175,1,0,0,1,20,1,500,760,4,0,GOOD
5857,1654,1,HOUSE,780000,1,3,305,1,,1,1,30,1,2000,3752,4,,
5858,1040,2,APARTMENT,1250,2,1,56,1,1,0,1,4,,,,2,0,AS_NEW
5859,1000,2,DUPLEX,2250,2,3,140,0,,0,1,7,,,,3,0,JUST_RENOVATED
5860,8301,2,APARTMENT,760,2,2,65,,,0,1,,,,,,,GOOD
5861,6042,1,HOUSE,169000,1,6,280,0,0,0,1,20,1,80,200,3,0,GOOD
5862,1080,2,APARTMENT,1100,2,1,79,0,0,0,1,14,,,,3,0,AS_NEW
5863,4020,1,HOUSE,1800,2,5,245,0,0,0,,,,,0,2,0,JUST_RENOVATED
5864,9051,2,APARTMENT,389000,1,3,129,0,,0,1,14,,,,,,
5865,1180,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5866,9000,2,APARTMENT,334000,1,2,77,,,0,1,7,,,,,,
5867,9521,1,HOUSE,800,2,3,95,0,,0,1,,,,723,4,,GOOD
5868,1740,1,VILLA,1099000,1,6,671,0,,0,1,50,,,15431,4,,GOOD
5869,6690,1,HOUSE,219000,1,5,239,0,0,0,1,100,1,2002,2002,4,0,GOOD
5870,6700,2,APARTMENT,1300,2,3,118,0,,0,1,,,,,2,,
5871,2820,1,HOUSE,485000,1,3,183,0,,0,1,12,,,1295,4,,GOOD
5872,8850,1,TOWN_HOUSE,875,2,1,123,,,0,,,,,0,,,
5873,1760,1,HOUSE,365000,1,3,127,0,0,0,1,38,1,463,542,4,0,TO_BE_DONE_UP
5874,8790,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5875,1060,1,APARTMENT_BLOCK,575000,1,6,287,0,0,0,,,1,85,170,2,0,GOOD
5876,7000,2,APARTMENT,620,2,1,,0,,0,1,16,1,8,,2,0,GOOD
5877,9000,2,DUPLEX,920,2,3,73,,0,0,,,,,,,,AS_NEW
5878,2640,1,HOUSE,449000,1,4,151,,,0,1,25,,,91,2,,JUST_RENOVATED
5879,1050,2,APARTMENT,525000,1,2,108,1,0,0,,,,,,2,0,GOOD
5880,2220,2,GROUND_FLOOR,299000,1,2,124,0,,0,,,,,,,,GOOD
5881,4600,1,HOUSE,289000,1,6,230,0,0,0,1,40,1,200,380,2,0,GOOD
5882,1210,2,APARTMENT,1650,2,2,86,1,1,0,,,,,,,0,GOOD
5883,1070,2,APARTMENT,180000,1,2,65,0,,0,,,,,,2,,GOOD
5884,2060,2,APARTMENT,259000,1,2,76,,,0,,,,,,,,
5885,9900,1,HOUSE,350000,1,3,160,0,,0,,,,,232,,,GOOD
5886,4420,1,HOUSE,209000,1,2,106,0,0,0,1,,,,155,2,0,GOOD
5887,2140,1,HOUSE,374000,1,4,159,0,,0,,,1,27,100,2,,GOOD
5888,9200,2,DUPLEX,1500,2,2,100,0,0,0,1,30,,,,2,0,
5889,5300,2,APARTMENT,680,2,2,,0,,0,,,,,,2,,GOOD
5890,8370,2,APARTMENT,439000,1,3,128,0,1,0,1,,,,,,,AS_NEW
5891,9840,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
5892,1180,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5893,1370,1,HOUSE,175000,1,2,100,0,0,0,,,,,120,3,,
5894,2060,1,MIXED_USE_BUILDING,159900,1,2,110,,,0,,,1,40,165,2,,TO_RENOVATE
5895,4100,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5896,1070,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5897,1180,2,DUPLEX,1900,2,2,142,,0,0,1,30,,,,2,,GOOD
5898,1060,1,HOUSE,649000,1,6,290,0,0,0,1,20,1,50,150,2,0,TO_RENOVATE
5899,7000,2,APARTMENT,900,2,2,90,1,1,0,,,,,,,,AS_NEW
5900,4300,1,HOUSE,343000,1,3,178,,,0,1,12,,,289,2,,
5901,1040,2,PENTHOUSE,1650,2,2,100,,,0,,,,,,,,GOOD
5902,6980,2,APARTMENT,600,2,1,,0,0,0,1,,,,,3,,GOOD
5903,3500,1,HOUSE,390000,1,3,140,0,,0,1,10,1,500,794,,,
5904,1200,2,APARTMENT,1450,2,2,89,1,1,0,1,15,,,,3,0,GOOD
5905,7020,2,APARTMENT,875,2,2,90,0,,0,,,,,,,,GOOD
5906,6000,2,FLAT_STUDIO,615,2,1,,1,1,0,,,,,,,,JUST_RENOVATED
5907,3800,1,EXCEPTIONAL_PROPERTY,1000000,1,4,400,0,,0,1,22,,,727,,,
5908,9600,1,MANSION,265000,1,4,185,0,,0,1,,,,80,3,,JUST_RENOVATED
5909,8620,2,FLAT_STUDIO,595,2,0,33,0,1,0,1,,,,,2,,GOOD
5910,4800,2,APARTMENT,650,2,1,59,0,,0,,,,,,2,0,GOOD
5911,2811,1,HOUSE,450000,1,3,240,0,,0,,,1,400,848,,,TO_RENOVATE
5912,8720,2,APARTMENT,800,2,2,133,0,,0,,,,,,2,,GOOD
5913,5590,1,APARTMENT_BLOCK,350000,1,4,180,0,,0,1,12,1,100,189,2,,
5914,6900,2,APARTMENT,865,2,2,90,,,0,1,10,,,,3,,
5915,5070,2,APARTMENT,730,2,1,80,0,,0,1,25,,,,3,,JUST_RENOVATED
5916,1000,2,APARTMENT,1850,2,2,77,0,1,0,1,5,,,,2,,
5917,1360,2,APARTMENT,850,2,2,85,,,0,,,,,,,,GOOD
5918,4031,1,HOUSE,189000,1,2,96,0,0,0,1,42,1,225,640,4,0,AS_NEW
5919,9200,2,SERVICE_FLAT,1485,2,2,82,,,0,,,,,,2,,
5920,1800,1,HOUSE,1700,2,4,188,0,0,0,1,20,1,80,374,3,0,GOOD
5921,7750,2,APARTMENT,800,2,2,111,,,0,1,,,,,,,GOOD
5922,4400,1,HOUSE,280000,1,4,150,0,0,0,1,25,1,700,1120,3,0,GOOD
5923,6593,1,FARMHOUSE,195000,1,4,173,0,0,0,1,20,,,1155,4,1,GOOD
5924,9600,2,APARTMENT,222000,1,2,87,0,,0,,,,,,,,GOOD
5925,1210,2,APARTMENT,1650,2,2,87,0,1,0,,,,,,2,0,GOOD
5926,9550,1,HOUSE,449000,1,3,204,1,0,0,1,20,1,90,311,3,0,AS_NEW
5927,4180,2,APARTMENT,850,2,3,127,0,,0,1,1,1,1,,2,0,GOOD
5928,5100,2,APARTMENT,850,2,1,79,,,0,1,50,1,110,,3,,GOOD
5929,1470,1,HOUSE,3700,2,5,470,1,0,0,1,95,1,2509,3500,4,1,AS_NEW
5930,2310,1,HOUSE,365000,1,3,142,0,,0,1,,,,490,4,,AS_NEW
5931,1030,2,APARTMENT,300000,1,2,109,,,0,1,3,,,,,,TO_BE_DONE_UP
5932,8400,2,APARTMENT,735,2,1,50,0,,0,,,,,,2,,GOOD
5933,1150,1,HOUSE,1150000,1,7,446,0,,0,,,1,250,526,2,,
5934,9300,2,APARTMENT,229000,1,3,128,,,0,1,,,,,2,,GOOD
5935,1060,2,FLAT_STUDIO,850,2,0,33,0,1,0,,,,,,2,0,GOOD
5936,9160,1,HOUSE,1211245,1,5,300,1,,0,,,,,2231,4,,GOOD
5937,3140,1,COUNTRY_COTTAGE,549000,1,2,151,0,,0,,,,,3293,4,,
5938,1190,2,APARTMENT,1350,2,3,145,1,0,0,1,309,,,,3,,GOOD
5939,3800,2,APARTMENT,295000,1,3,132,0,,0,1,24,,,,,,GOOD
5940,1200,2,APARTMENT,2200,2,4,162,1,0,0,1,4,,,,2,0,GOOD
5941,2140,2,APARTMENT,225000,1,2,106,0,,0,1,6,,,,3,,GOOD
5942,9000,1,APARTMENT_BLOCK,695000,1,3,210,0,0,0,1,,1,60,151,2,0,GOOD
5943,9000,1,MIXED_USE_BUILDING,1390000,1,4,300,0,,0,,,,,88,,,GOOD
5944,9900,2,APARTMENT,790,2,2,80,1,,0,1,15,,,,,,
5945,9600,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
5946,8620,2,APARTMENT,995,2,2,71,0,,0,1,,,,,,,
5947,8000,1,HOUSE,1149000,1,3,,0,0,0,1,45,1,795,795,4,0,JUST_RENOVATED
5948,2200,2,APARTMENT,280000,1,1,84,0,,0,1,10,,,,2,,
5949,2200,2,APARTMENT,790,2,2,85,0,,0,1,,,,,3,,GOOD
5950,8300,2,DUPLEX,1475000,1,3,135,0,,0,1,,,,,2,0,AS_NEW
5951,1030,2,GROUND_FLOOR,135000,1,1,40,0,0,0,,,,,,,0,GOOD
5952,,,,,,,,,,,,,,,,,,
5953,3700,2,APARTMENT,750,2,2,127,1,0,0,1,6,,,,,,AS_NEW
5954,8200,2,APARTMENT,319000,1,3,134,,,0,1,,,,,,,AS_NEW
5955,1000,2,APARTMENT,1490,2,2,94,1,1,0,1,10,,,,2,,
5956,1180,1,HOUSE,4600,2,5,400,0,0,0,1,50,,,3000,3,,
5957,1150,2,APARTMENT,1750,2,2,95,1,1,0,1,6,,,,2,,GOOD
5958,9900,1,HOUSE,538759,1,3,,,,0,,,,,821,,,AS_NEW
5959,1030,2,APARTMENT,1590,2,1,121,1,0,0,1,8,,,,2,,AS_NEW
5960,1050,2,APARTMENT,1650,2,2,110,1,,0,1,3,,,,2,0,GOOD
5961,1490,2,FLAT_STUDIO,500,2,1,16,0,1,0,,,,,,2,0,
5962,1000,2,APARTMENT,1450,2,1,90,0,0,0,,,,,,2,,
5963,1861,1,HOUSE,615000,1,3,216,1,0,0,1,24,1,450,680,4,,GOOD
5964,4821,2,APARTMENT,745,2,2,87,1,,0,,,,,,2,,GOOD
5965,9000,2,APARTMENT,315000,1,2,75,0,,0,1,2,,,,2,,GOOD
5966,8500,1,HOUSE,1200,2,3,161,,,0,,,,,0,,,GOOD
5967,2020,2,APARTMENT,275000,1,2,107,0,,0,1,5,,,,,,TO_BE_DONE_UP
5968,1040,2,APARTMENT,740000,1,3,188,1,0,0,1,16,,,,2,0,GOOD
5969,5000,2,APARTMENT,650,2,1,63,,,0,,,,,,,,GOOD
5970,5377,1,HOUSE,275000,1,3,135,,0,0,,,,,7671,4,0,
5971,1070,1,HOUSE,725000,1,5,503,1,0,0,1,28,1,100,292,2,0,GOOD
5972,3450,1,FARMHOUSE,720000,1,4,,,,0,,,,,31151,4,,TO_RENOVATE
5973,6997,2,APARTMENT,925,2,3,170,,,0,1,,,,,,,
5974,3000,2,APARTMENT,1400,2,2,108,0,,0,,,,,,,,GOOD
5975,8620,1,HOUSE,435000,1,4,194,0,,0,,,,,455,,,GOOD
5976,9230,1,HOUSE,275000,1,4,150,0,,0,1,,1,490,641,,,GOOD
5977,7901,1,HOUSE,760,2,2,90,0,0,0,1,,,,0,3,,GOOD
5978,8300,2,APARTMENT,1450,2,2,96,1,0,0,1,,,,,2,0,JUST_RENOVATED
5979,2900,2,APARTMENT,225000,1,2,95,0,,0,1,3,,,,,,GOOD
5980,2140,2,APARTMENT,244500,1,2,97,,,1,,,,,,2,,AS_NEW
5981,2550,2,APARTMENT,910,2,2,85,1,,0,,,,,,2,,AS_NEW
5982,4100,1,HOUSE,210000,1,4,145,0,0,0,1,110,,,150,2,0,JUST_RENOVATED
5983,9000,2,APARTMENT,350000,1,4,150,0,0,0,1,,1,70,,2,0,TO_RENOVATE
5984,2000,2,APARTMENT,2250,2,2,160,1,1,0,1,12,,,,,0,AS_NEW
5985,9100,1,HOUSE,357000,1,3,151,,,0,,,,,70,,,GOOD
5986,1070,2,APARTMENT,1200,2,2,102,0,0,0,1,20,,,,,0,GOOD
5987,8370,2,APARTMENT,700,2,1,58,0,1,0,1,3,,,,,,JUST_RENOVATED
5988,4000,2,APARTMENT,750,2,2,,0,,0,,,,,,,,GOOD
5989,1160,2,APARTMENT,2800,2,3,180,1,,0,1,25,,,,4,0,AS_NEW
5990,8380,1,HOUSE,350000,1,5,260,,,0,1,,,,154,4,,AS_NEW
5991,1435,1,HOUSE,610000,1,5,312,0,,0,1,60,1,500,0,,,GOOD
5992,1541,1,MIXED_USE_BUILDING,275000,1,7,341,0,,0,,,,,220,2,,TO_RENOVATE
5993,3472,1,HOUSE,565000,1,5,310,0,,0,1,,,,3467,4,0,GOOD
5994,6760,2,APARTMENT,1100,2,3,127,,,0,,,,,,,,
5995,1200,2,APARTMENT,1450,2,2,,0,,0,,,,,,,0,JUST_RENOVATED
5996,8520,2,DUPLEX,770,2,3,105,,0,0,1,9,,,,2,,AS_NEW
5997,1050,2,APARTMENT,2650,2,3,150,1,0,0,1,7,,,,2,0,AS_NEW
5998,9050,1,HOUSE,449000,1,3,155,1,,0,1,,,,243,2,,AS_NEW
5999,1030,2,APARTMENT,1200,2,2,80,1,0,0,1,10,,,,2,0,GOOD
6000,4970,1,VILLA,695000,1,6,325,0,1,0,1,,,,1445,4,,AS_NEW
6001,2870,2,APARTMENT,795,2,2,90,1,,0,,,,,,3,,GOOD
6002,2018,2,APARTMENT,349500,1,2,92,0,,0,1,2,,,,,,AS_NEW
6003,9111,1,HOUSE,749000,1,5,271,0,0,0,1,20,1,1785,1968,4,,
6004,4557,1,HOUSE,169000,1,3,143,0,,0,,,1,450,0,4,,
6005,2000,2,FLAT_STUDIO,550,2,1,20,,1,0,,,,,,2,,GOOD
6006,2000,2,APARTMENT,1600,2,2,100,1,1,0,,,,,,,0,GOOD
6007,1080,2,APARTMENT,229000,1,3,102,0,0,0,1,3,,,,2,0,TO_BE_DONE_UP
6008,8300,2,APARTMENT,740000,1,3,90,1,,0,1,6,,,,2,0,AS_NEW
6009,1040,2,APARTMENT,1600,2,2,110,1,1,0,1,7,,,,2,0,AS_NEW
6010,4100,1,HOUSE,149900,1,2,75,0,0,0,,,1,45,110,3,0,TO_RENOVATE
6011,1860,1,HOUSE,585000,1,5,210,1,0,0,1,50,1,400,620,3,0,AS_NEW
6012,8870,1,HOUSE,1225,2,3,182,,,0,,,,,220,3,,
6013,2500,1,HOUSE,398000,1,2,200,0,,1,,,1,900,1082,4,,TO_RENOVATE
6014,2000,2,PENTHOUSE,1295,2,1,70,,,0,1,,,,,,,
6015,1081,2,APARTMENT,825,2,1,65,0,0,0,1,,,,,2,,
6016,1180,2,APARTMENT,2600,2,3,180,1,1,1,1,20,,,,2,0,AS_NEW
6017,2000,2,APARTMENT,359000,1,1,70,1,0,0,1,20,,,,2,0,AS_NEW
6018,2400,1,HOUSE,309000,1,3,185,,,0,,,,,1000,4,,
6019,2070,2,DUPLEX,384000,1,2,125,0,,0,1,15,,,,,,
6020,1050,2,APARTMENT,1150,2,1,75,,,0,1,2,,,,2,,
6021,1200,2,APARTMENT,1350,2,2,76,1,1,0,1,5,,,,,,AS_NEW
6022,1050,2,APARTMENT,3000,2,4,205,0,,1,1,,,,,2,,JUST_RENOVATED
6023,9040,2,FLAT_STUDIO,178000,1,1,42,,,0,,,1,20,,,,
6024,5550,2,APARTMENT,615,2,1,63,0,,0,1,,,,,2,0,GOOD
6025,1180,2,APARTMENT,370000,1,2,106,1,0,0,1,7,,,,3,0,AS_NEW
6026,1040,2,APARTMENT,545000,1,2,144,0,0,0,1,3,,,,2,0,
6027,1040,2,APARTMENT,1150,2,1,68,0,1,0,1,8,,,,3,0,AS_NEW
6028,4040,1,HOUSE,389000,1,7,354,1,0,0,1,51,1,143,312,3,0,GOOD
6029,6840,1,HOUSE,955000,1,6,302,1,0,0,1,40,1,6414,7057,4,1,AS_NEW
6030,6760,2,APARTMENT,700,2,2,90,0,0,0,,,,,,2,,AS_NEW
6031,1040,2,DUPLEX,1350,2,2,90,1,,0,,,,,,2,,GOOD
6032,2870,2,APARTMENT,269000,1,3,204,1,,0,1,20,,,,2,,GOOD
6033,1060,2,APARTMENT,1500,2,1,70,0,,0,,,,,,2,,AS_NEW
6034,8500,2,APARTMENT,408000,1,2,100,,,0,1,33,,,,,,
6035,9240,2,APARTMENT,925,2,1,77,,,0,1,,,,,,,
6036,1040,2,APARTMENT,1050,2,1,65,1,1,0,1,16,,,,2,,GOOD
6037,8200,1,HOUSE,950,2,3,145,0,0,0,1,20,1,40,0,3,0,GOOD
6038,8770,1,HOUSE,275000,1,4,226,0,0,0,1,40,,,693,4,0,GOOD
6039,9200,2,APARTMENT,138000,1,1,52,0,,0,,,,,,2,,GOOD
6040,9200,1,HOUSE,349000,1,2,102,0,,0,,,,,423,3,,
6041,1640,1,HOUSE,2300,2,4,165,0,0,0,,,1,596,596,3,,AS_NEW
6042,1060,2,APARTMENT,280000,1,1,69,0,0,0,,,,,,3,0,JUST_RENOVATED
6043,1140,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
6044,1000,2,APARTMENT,356000,1,2,104,0,,0,1,9,,,,3,0,GOOD
6045,8370,2,APARTMENT,279000,1,1,58,0,1,0,,,,,,,,GOOD
6046,2100,1,APARTMENT_BLOCK,625000,1,6,300,0,,0,1,,1,40,160,2,,JUST_RENOVATED
6047,9000,2,APARTMENT,347000,1,1,84,,,0,,,1,55,,,,
6048,9000,2,FLAT_STUDIO,139000,1,1,134,,,0,,,,,,,,JUST_RENOVATED
6049,4031,2,FLAT_STUDIO,350,2,0,,,,0,,,,,,,0,GOOD
6050,1560,1,VILLA,2200,2,5,250,1,0,0,1,30,,,1385,4,0,GOOD
6051,9050,2,APARTMENT,268800,1,2,73,1,0,0,1,2,,,,2,,GOOD
6052,1790,1,HOUSE,335000,1,3,145,0,0,0,1,25,1,600,785,3,,TO_RENOVATE
6053,6000,2,FLAT_STUDIO,600,2,20,,1,1,0,,,,,,1,,JUST_RENOVATED
6054,9000,1,HOUSE,1349000,1,4,,0,,0,1,,,,151,2,,
6055,1060,2,APARTMENT,1450,2,1,67,1,1,0,,,,,,2,0,GOOD
6056,7333,1,VILLA,495000,1,4,180,0,,0,1,66,1,1032,1200,4,1,GOOD
6057,9910,2,APARTMENT,800,2,2,100,,0,0,,,,,,,,GOOD
