,locality,type,subtype,price,sale_type,rooms,living_area,equipped_kitchen,furnished,fire,terrace,terrace_area,garden,garden_area,plot_surface,facades,pool,state
3097,1090,1,VILLA,889000,1,3,320,1,0,0,1,67,1,517,704,4,0,GOOD
3098,7370,2,APARTMENT,238650,1,3,137,,,0,1,,,,,2,,
3099,1480,1,HOUSE,350000,1,3,150,0,,0,,,,,455,2,,
3100,2860,1,HOUSE,698000,1,4,175,0,,0,1,,,,780,4,,GOOD
3101,1770,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3102,8830,2,APARTMENT,279000,1,2,107,,,0,1,7,,,,,,GOOD
3103,6000,2,FLAT_STUDIO,400,2,1,70,0,1,0,,,,,,2,0,JUST_RENOVATED
3104,1082,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
3105,1050,2,APARTMENT,1700,2,1,75,1,1,0,1,3,,,,,0,AS_NEW
3106,2360,1,VILLA,685000,1,4,402,,0,0,1,,,,2794,4,,GOOD
3107,9620,1,HOUSE,459000,1,4,188,1,0,0,1,21,1,63,299,3,0,GOOD
3108,2018,2,GROUND_FLOOR,250000,1,1,71,0,,0,,,,,,2,,JUST_RENOVATED
3109,4031,1,HOUSE,185000,1,3,120,,,0,,,1,1,0,2,0,GOOD
3110,1050,2,FLAT_STUDIO,785,2,8,312,1,1,0,,,,,,,,JUST_RENOVATED
3111,2100,2,APARTMENT,249500,1,1,55,0,,0,,,,,,2,,GOOD
3112,1030,2,APARTMENT,900,2,1,72,,,0,,,,,,,,GOOD
3113,1030,2,DUPLEX,1400,2,2,115,0,0,0,1,4,,,,2,0,
3114,9830,1,HOUSE,2300,2,4,180,0,,0,1,23,1,330,0,,,
3115,5070,1,HOUSE,383000,1,3,178,0,,0,,,,,691,,,
3116,2610,2,APARTMENT,1180,2,2,85,,,0,1,14,,,,,,
3117,1060,2,APARTMENT,349000,1,2,84,1,,0,1,5,,,,3,0,AS_NEW
3118,2170,1,MIXED_USE_BUILDING,424000,1,0,576,0,,0,,,,,754,2,,TO_RENOVATE
3119,2060,2,GROUND_FLOOR,175000,1,1,95,0,,0,,,1,32,,2,,TO_RENOVATE
3120,1150,1,HOUSE,2300,2,4,240,1,0,1,1,,1,100,0,3,0,AS_NEW
3121,3018,1,HOUSE,325000,1,4,196,,,0,1,,,,390,2,,
3122,4000,2,APARTMENT,730,2,2,,1,,0,,,,,,,0,GOOD
3123,1700,1,VILLA,399000,1,2,130,0,,0,,,,,0,4,,TO_RENOVATE
3124,8300,2,DUPLEX,1195000,1,2,180,0,0,0,1,12,,,,3,0,AS_NEW
3125,1040,2,FLAT_STUDIO,900,2,1,35,0,1,0,1,4,,,,,0,AS_NEW
3126,2440,2,APARTMENT,189000,1,2,89,0,,0,,,,,,3,,GOOD
3127,3970,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3128,1210,2,DUPLEX,900,2,1,80,0,,0,1,2,,,,2,,
3129,8300,2,DUPLEX,1475000,1,3,135,0,,0,1,,,,,2,0,AS_NEW
3130,8480,2,GROUND_FLOOR,765,2,2,75,,0,0,,,,,,,,GOOD
3131,1420,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3132,6637,1,HOUSE,900,2,2,120,0,0,0,1,8,1,170,300,2,0,GOOD
3133,1180,2,APARTMENT,2600,2,3,178,0,0,0,1,36,,,,3,,AS_NEW
3134,8300,2,APARTMENT,845000,1,3,82,,,0,,,,,,,,GOOD
3135,4000,2,APARTMENT,750,2,2,79,0,,0,,,,,,2,,
3136,2100,1,HOUSE,399000,1,3,180,0,,0,,,1,40,122,2,,AS_NEW
3137,4500,2,APARTMENT,710,2,1,66,0,,0,,,,,,2,,JUST_RENOVATED
3138,8400,2,SERVICE_FLAT,1343,2,1,71,0,,0,1,11,,,,,,GOOD
3139,1150,2,DUPLEX,1400,2,2,95,,,0,,,,,,2,0,JUST_RENOVATED
3140,2550,1,HOUSE,545000,1,3,,1,,0,1,26,,,74,,,JUST_RENOVATED
3141,8310,2,DUPLEX,1300,2,2,125,1,0,0,1,7,,,,2,0,JUST_RENOVATED
3142,9000,2,APARTMENT,895,2,1,87,,0,0,1,,,,,,,AS_NEW
3143,1050,2,DUPLEX,2250,2,3,100,0,1,0,,,,,,2,0,AS_NEW
3144,1030,2,APARTMENT,1300,2,2,110,0,0,0,1,,,,,2,0,AS_NEW
3145,1030,2,APARTMENT,1900,2,3,127,0,1,0,1,7,,,,2,0,
3146,3500,2,APARTMENT,399000,1,2,107,1,0,0,1,,,,,2,0,
3147,6953,1,HOUSE,249000,1,3,120,0,,0,1,15,1,100,320,2,,JUST_RENOVATED
3148,1082,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3149,6700,1,HOUSE,1750,2,5,193,0,,0,1,,,,0,3,,GOOD
3150,2800,1,HOUSE,629000,1,4,320,0,,0,1,,,,501,2,,GOOD
3151,2018,2,APARTMENT,960,2,1,60,0,0,0,1,,,,,2,0,GOOD
3152,3550,2,APARTMENT,875,2,2,98,0,,0,1,16,,,,3,0,AS_NEW
3153,2000,2,APARTMENT,1095,2,2,107,,,0,1,,,,,,,
3154,1932,2,APARTMENT,1450,2,3,95,0,1,0,1,8,,,,,1,GOOD
3155,5310,1,HOUSE,375000,1,4,206,,0,0,,,,,700,3,0,GOOD
3156,1020,2,APARTMENT,1350,2,2,95,1,0,0,1,7,,,,,0,GOOD
3157,1160,2,APARTMENT,480000,1,2,91,1,0,0,1,14,,,,3,0,
3158,1180,2,APARTMENT,1800,2,2,106,1,0,0,1,2,,,,3,0,AS_NEW
3159,3300,1,MANSION,1250,2,3,,,0,0,1,,,,0,4,,JUST_RENOVATED
3160,1190,2,APARTMENT,825,2,1,55,0,0,0,1,1,,,,2,0,GOOD
3161,1180,2,APARTMENT,2150,2,3,200,1,0,0,,,,,,,0,AS_NEW
3162,1640,1,VILLA,1195000,1,5,420,1,0,0,1,80,1,4300,4677,4,0,GOOD
3163,1000,2,APARTMENT,2500,2,3,110,0,0,0,1,31,,,,3,0,AS_NEW
3164,1755,1,MANSION,349000,1,4,314,0,,1,,,,,1908,3,,GOOD
3165,8680,1,HOUSE,369000,1,3,112,0,,0,,,,,286,3,,GOOD
3166,9620,2,DUPLEX,510000,1,3,175,1,0,0,1,13,1,450,,2,0,GOOD
3167,1090,2,FLAT_STUDIO,125000,1,1,44,0,0,0,,,,,,2,0,GOOD
3168,9300,1,HOUSE,135000,1,2,65,0,,0,1,,,,52,2,,GOOD
3169,1930,2,APARTMENT,1250,2,2,69,1,0,0,1,6,,,,4,0,GOOD
3170,4800,1,HOUSE,325000,1,3,138,0,,0,,,,,164,2,,GOOD
3171,7040,1,HOUSE,249000,1,3,162,0,0,0,1,11,1,188,267,3,,GOOD
3172,5070,1,HOUSE,383000,1,4,167,0,,0,,,,,610,,,
3173,9890,1,HOUSE,365000,1,0,210,0,,0,,,,,950,,,GOOD
3174,1000,2,GROUND_FLOOR,1100,2,1,88,,0,0,1,10,,,,2,,GOOD
3175,3740,1,HOUSE,550000,1,4,235,0,,0,,,,,850,,,
3176,1000,2,APARTMENT,1900,2,3,139,,1,0,1,,,,,,,GOOD
3177,7903,1,HOUSE,790,2,3,100,0,0,0,1,,,,0,2,0,AS_NEW
3178,2550,2,APARTMENT,2500,2,2,150,0,0,0,1,74,,,,,0,AS_NEW
3179,1160,2,APARTMENT,1500,2,2,110,0,,0,,,,,,2,,
3180,4101,1,HOUSE,129000,1,3,96,0,0,0,1,30,1,67,120,2,0,TO_BE_DONE_UP
3181,9070,1,HOUSE,349000,1,3,145,0,,0,,,,,294,3,,TO_BE_DONE_UP
3182,6700,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3183,9280,1,HOUSE,412000,1,3,130,1,,0,1,,,,269,3,,GOOD
3184,1000,2,APARTMENT,435000,1,2,94,0,,0,1,10,,,,2,0,AS_NEW
3185,1190,2,GROUND_FLOOR,1030,2,1,70,1,0,0,1,,,,,2,,AS_NEW
3186,1160,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3187,8740,1,HOUSE,795,2,4,234,,0,0,1,,1,130,226,2,,GOOD
3188,1430,1,HOUSE,1250,2,3,100,0,,0,1,20,1,370,550,3,,
3189,7011,1,VILLA,950,2,3,159,0,0,0,1,12,,,300,4,0,GOOD
3190,9550,1,HOUSE,198800,1,3,125,0,,0,1,45,1,106,250,2,,TO_RENOVATE
3191,3001,2,APARTMENT,1250,2,3,150,0,1,0,1,6,,,,2,0,GOOD
3192,9600,1,MANSION,1100,2,4,180,0,0,0,,,1,60,80,2,,AS_NEW
3193,4030,2,APARTMENT,275000,1,2,105,0,,0,1,10,,,,3,,
3194,2300,2,APARTMENT,309900,1,2,92,0,,0,1,20,,,,2,,
3195,9800,1,HOUSE,410400,1,3,123,1,0,0,1,,,,234,3,0,GOOD
3196,8620,2,APARTMENT,295000,1,1,40,,0,0,1,,,,,2,0,
3197,1020,1,APARTMENT_BLOCK,765000,1,6,300,0,0,0,1,15,1,40,185,2,0,GOOD
3198,2200,1,HOUSE,425000,1,4,136,0,,0,1,,,,131,2,,AS_NEW
3199,3530,1,HOUSE,489000,1,3,181,0,,0,1,17,,,810,4,,AS_NEW
3200,7912,1,HOUSE,465000,1,4,195,1,0,0,1,55,1,565,850,3,0,AS_NEW
3201,1160,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3202,2000,1,APARTMENT_BLOCK,454000,1,0,,,,0,,,,,0,,,
3203,1160,1,HOUSE,595000,1,5,208,1,0,0,1,5,1,110,165,2,0,TO_RENOVATE
3204,8300,2,APARTMENT,775,2,1,55,0,0,0,,,,,,2,,JUST_RENOVATED
3205,7334,1,HOUSE,348000,1,3,156,,,0,,,,,223,,,GOOD
3206,8730,1,HOUSE,900,2,3,153,,0,0,1,15,,,0,4,,
3207,5600,1,HOUSE,1375,2,3,220,1,,0,1,25,,,427,3,,
3208,8500,1,HOUSE,305000,1,3,150,0,,0,1,,,,120,2,,GOOD
3209,4000,1,HOUSE,139500,1,3,130,0,0,0,1,13,,,85,2,0,TO_RENOVATE
3210,1200,2,LOFT,1050000,1,5,400,0,0,0,1,,1,65,,,0,AS_NEW
3211,2018,2,APARTMENT,265000,1,1,65,,,0,1,13,,,,,0,
3212,2550,2,APARTMENT,858,2,1,82,0,,0,1,9,,,,2,,
3213,7062,2,GROUND_FLOOR,670,2,1,50,0,,0,1,,,,,,,GOOD
3214,4400,1,HOUSE,279000,1,3,130,0,,0,1,40,1,440,759,3,,JUST_RENOVATED
3215,3840,1,HOUSE,309000,1,3,154,0,,0,,,1,55,123,,,GOOD
3216,1050,1,HOUSE,2200000,1,5,424,1,0,0,1,26,,,148,2,0,AS_NEW
3217,8000,1,HOUSE,1095,2,4,,,0,0,,,,,0,4,,GOOD
3218,9500,1,MIXED_USE_BUILDING,350000,1,3,215,0,,0,1,36,,,546,3,,
3219,9420,1,HOUSE,248000,1,3,145,0,,0,1,,,,211,2,0,TO_BE_DONE_UP
3220,2840,1,VILLA,445000,1,3,172,0,0,0,1,,,,1268,4,,
3221,2000,2,APARTMENT,1250,2,1,,1,1,0,1,,,,,,,AS_NEW
3222,3800,2,APARTMENT,485,2,1,45,0,,0,,,,,,,,GOOD
3223,9000,2,DUPLEX,1250,2,2,165,0,,0,1,33,,,,2,0,AS_NEW
3224,1050,2,APARTMENT,1600,2,2,84,1,1,0,1,8,,,,3,0,AS_NEW
3225,9230,1,HOUSE,195000,1,2,84,0,,0,1,21,1,116,190,2,,GOOD
3226,1150,2,APARTMENT,2350,2,4,200,1,0,0,1,,,,,2,,AS_NEW
3227,1180,2,APARTMENT,2200,2,2,95,1,1,0,1,10,,,,2,0,AS_NEW
3228,2170,1,MIXED_USE_BUILDING,424000,1,0,576,0,,0,,,,,754,2,,TO_RENOVATE
3229,4420,1,HOUSE,240000,1,2,111,0,,0,1,40,1,173,448,3,,TO_BE_DONE_UP
3230,4020,2,APARTMENT,750,2,2,77,0,,0,,,,,,2,,
3231,2100,2,APARTMENT,225000,1,2,106,0,,0,1,6,,,,3,,GOOD
3232,1082,1,HOUSE,1580,2,3,160,0,1,0,1,,1,29,0,2,,GOOD
3233,2280,2,APARTMENT,379000,1,3,128,0,,0,1,,,,,3,,AS_NEW
3234,5000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3235,9961,2,APARTMENT,195000,1,1,,0,,0,1,1,,,,,0,AS_NEW
3236,9040,2,APARTMENT,275000,1,2,69,0,0,0,,,,,,2,0,GOOD
3237,1180,2,PENTHOUSE,997000,1,5,288,1,0,0,1,65,,,,2,0,AS_NEW
3238,5001,1,MIXED_USE_BUILDING,395000,1,3,296,0,0,0,1,,,,578,4,0,
3239,9185,2,APARTMENT,325000,1,3,173,0,,0,1,7,,,,2,,
3240,2300,2,APARTMENT,295000,1,3,147,1,,0,1,168,,,,,,
3241,1150,1,VILLA,1380000,1,5,315,1,0,0,1,40,1,570,742,3,0,GOOD
3242,1020,1,HOUSE,315000,1,2,120,0,0,0,,,1,23,0,3,,
3243,2100,1,MIXED_USE_BUILDING,25000,1,0,,,,0,,,,,0,2,,AS_NEW
3244,1080,2,APARTMENT,595000,1,2,170,,0,0,1,,,,,,0,AS_NEW
3245,8710,1,HOUSE,371000,1,3,155,,,0,1,,,,424,3,,
3246,1150,2,APARTMENT,849000,1,4,212,1,0,0,1,10,,,,2,0,AS_NEW
3247,3500,2,APARTMENT,790,2,1,96,0,,0,1,,,,,,,GOOD
3248,1970,1,HOUSE,2100,2,4,150,0,0,0,1,30,1,90,260,3,0,AS_NEW
3249,9570,1,HOUSE,431925,1,3,207,0,0,0,1,23,,,532,3,0,GOOD
3250,8210,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
3251,1340,2,APARTMENT,735000,1,5,260,0,0,0,1,40,,,,2,,
3252,9800,2,APARTMENT,700,2,1,52,0,,0,,,,,,2,,AS_NEW
3253,1200,2,PENTHOUSE,2950,2,3,170,1,1,0,1,20,,,,3,0,AS_NEW
3254,8760,2,APARTMENT,645,2,1,68,0,,0,,,,,,,,GOOD
3255,7070,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
3256,1180,1,HOUSE,4300,2,5,276,,0,0,1,,,,500,2,0,
3257,2930,1,VILLA,2100000,1,6,562,0,,1,,,1,2325,2325,,1,AS_NEW
3258,3500,2,APARTMENT,760,2,1,63,0,,0,1,7,,,,2,,
3259,9000,1,HOUSE,579000,1,4,186,0,,0,,,,,103,,,TO_RENOVATE
3260,1140,2,DUPLEX,1790,2,2,105,1,0,0,1,,,,,,0,AS_NEW
3261,1370,2,DUPLEX,1290,2,3,214,1,0,0,,,1,300,,2,0,AS_NEW
3262,9700,2,APARTMENT,720,2,2,100,0,,0,,,,,,,,
3263,7100,2,APARTMENT,925,2,2,88,0,,0,1,5,1,50,,4,0,AS_NEW
3264,1000,2,PENTHOUSE,4990,2,3,370,0,0,0,1,,,,,,0,AS_NEW
3265,9500,1,HOUSE,250000,1,4,200,0,,0,,,,,500,2,,GOOD
3266,1160,2,GROUND_FLOOR,650,2,6,18,0,1,0,,,1,25,,,,JUST_RENOVATED
3267,8500,1,HOUSE,135000,1,3,104,0,0,0,1,4,,,54,2,0,TO_BE_DONE_UP
3268,2180,2,APARTMENT,885,2,2,60,0,,0,,,,,,,,GOOD
3269,9890,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3270,3090,1,HOUSE,1400,2,4,185,0,0,0,,,,,350,3,0,
3271,2800,2,APARTMENT,1395,2,3,160,1,0,0,1,54,,,,,,AS_NEW
3272,2243,2,APARTMENT,900,2,2,89,0,,0,1,8,,,,,,GOOD
3273,8730,1,HOUSE,328000,1,2,,,,0,,,,,499,,,
3274,1060,2,APARTMENT,2390,2,3,138,1,1,0,1,,,,,2,,GOOD
3275,9000,2,FLAT_STUDIO,475,2,1,22,0,1,0,,,,,,2,,GOOD
3276,8300,2,APARTMENT,2375000,1,2,105,1,0,0,1,,,,,,1,AS_NEW
3277,1180,1,VILLA,4100,2,4,225,1,0,0,,,1,560,860,3,0,GOOD
3278,2800,1,HOUSE,335000,1,3,125,0,,0,,,1,25,75,2,,
3279,9000,2,APARTMENT,545000,1,2,84,1,,0,1,11,,,,,,JUST_RENOVATED
3280,7911,1,FARMHOUSE,595000,1,3,330,0,0,0,1,,,,2000,4,0,TO_BE_DONE_UP
3281,1180,1,VILLA,1800000,1,4,219,0,0,0,1,60,1,4500,5300,4,0,TO_RENOVATE
3282,9140,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3283,6810,1,HOUSE,800,2,2,96,0,0,0,,,,,638,3,0,AS_NEW
3284,4100,1,HOUSE,115000,1,2,110,0,0,0,,,,,110,2,0,GOOD
3285,3001,2,KOT,218000,1,0,17,,1,0,,,,,,2,,JUST_RENOVATED
3286,1150,2,APARTMENT,540000,1,3,154,1,,0,,,,,,3,0,AS_NEW
3287,1030,2,APARTMENT,430000,1,2,141,1,0,0,1,4,,,,2,0,TO_BE_DONE_UP
3288,2800,2,APARTMENT,600,2,1,48,,,0,,,,,,,0,
3289,8370,2,APARTMENT,389000,1,2,116,,,0,1,,,,,,,
3290,4000,1,HOUSE,249000,1,6,174,0,0,0,1,,,,528,3,0,GOOD
3291,2170,1,HOUSE,665000,1,3,250,1,0,0,1,,1,70,202,2,,AS_NEW
3292,3550,1,HOUSE,324300,1,3,169,,,0,,,,,1007,4,,TO_BE_DONE_UP
3293,9620,2,DUPLEX,420000,1,2,151,1,0,0,1,13,1,450,,2,0,GOOD
3294,9000,1,HOUSE,810,2,0,,,0,0,,,,,0,4,,
3295,2830,1,HOUSE,450000,1,3,218,0,,0,,,1,1425,1575,4,,TO_RENOVATE
3296,1180,2,APARTMENT,1550,2,3,134,1,0,0,1,10,,,,2,0,AS_NEW
3297,8300,2,APARTMENT,1100,2,2,94,,0,0,,,,,,,,GOOD
3298,3980,2,GROUND_FLOOR,199000,1,2,85,,,0,1,25,,,,,,TO_BE_DONE_UP
3299,1060,2,APARTMENT,1300,2,2,75,0,0,0,1,6,,,,2,0,
3300,9300,2,APARTMENT,750,2,1,87,,0,0,1,,,,,,,
3301,4000,1,MIXED_USE_BUILDING,375000,1,4,294,0,,0,,,,,121,2,0,TO_RENOVATE
3302,4020,2,FLAT_STUDIO,550,2,1,36,0,0,0,1,,,,,,,GOOD
3303,8300,2,APARTMENT,845000,1,3,82,1,0,0,1,4,,,,2,0,JUST_RENOVATED
3304,2800,2,DUPLEX,364000,1,4,130,1,0,0,1,48,,,,2,0,GOOD
3305,1000,2,APARTMENT,1100,2,1,67,1,,0,,,,,,2,,GOOD
3306,1348,2,APARTMENT,1700,2,3,157,0,0,0,1,16,,,,,0,AS_NEW
3307,2310,1,HOUSE,719000,1,4,301,,,0,,,,,1265,4,,AS_NEW
3308,4130,2,APARTMENT,215000,1,2,,,,0,,,,,,,,TO_BE_DONE_UP
3309,1050,2,APARTMENT,4100,2,3,245,1,1,0,1,12,,,,2,0,AS_NEW
3310,4841,2,PENTHOUSE,1050,2,3,130,0,,0,1,10,,,,4,0,AS_NEW
3311,2300,2,APARTMENT,192000,1,1,60,0,,0,1,6,,,,3,,
3312,9810,1,HOUSE,595000,1,2,246,,,1,1,,,,1964,4,,TO_RENOVATE
3313,3500,1,HOUSE,920500,1,3,200,1,0,0,1,39,,,0,2,0,GOOD
3314,2500,2,APARTMENT,775,2,2,79,0,,0,1,6,,,,3,0,GOOD
3315,8560,2,APARTMENT,675,2,2,,,0,0,,,,,,,,AS_NEW
3316,1040,2,GROUND_FLOOR,335000,1,1,75,0,0,0,,,,,,3,0,
3317,5032,1,HOUSE,299000,1,2,158,0,,0,1,25,1,130,333,3,,AS_NEW
3318,2400,2,APARTMENT,331000,1,2,114,0,,0,1,34,,,,2,,
3319,1420,2,PENTHOUSE,495000,1,4,136,,0,0,1,111,,,,4,0,GOOD
3320,1180,1,VILLA,4250,2,3,367,1,0,0,1,,,,367,4,0,AS_NEW
3321,1050,2,APARTMENT,1800,2,2,106,1,0,0,1,2,,,,3,0,AS_NEW
3322,1040,2,GROUND_FLOOR,1490,2,1,90,1,1,0,1,15,1,90,,2,0,AS_NEW
3323,8300,1,HOUSE,3000,2,3,187,1,1,0,1,,,,230,3,0,AS_NEW
3324,1000,2,APARTMENT,3800,2,4,250,0,1,0,1,40,1,200,,3,0,AS_NEW
3325,9041,2,APARTMENT,299000,1,2,89,1,0,0,1,10,,,,,,GOOD
3326,9600,2,APARTMENT,253000,1,2,96,0,,0,1,10,,,,2,,GOOD
3327,3520,2,APARTMENT,995,2,2,95,0,,0,1,,,,,3,,
3328,1083,2,APARTMENT,1150,2,2,85,1,0,0,1,6,,,,,,AS_NEW
3329,1040,2,PENTHOUSE,1430,2,1,91,1,0,0,1,25,,,,,0,AS_NEW
3330,1040,2,APARTMENT,545000,1,2,144,0,0,0,1,3,,,,2,0,
3331,1030,2,APARTMENT,265000,1,1,60,0,,0,,,,,,,,TO_BE_DONE_UP
3332,1200,2,APARTMENT,1100,2,1,60,1,1,0,1,,,,,4,0,AS_NEW
3333,1080,2,APARTMENT,1250,2,2,100,,,0,1,5,,,,,,
3334,1000,2,APARTMENT,1350,2,2,85,,0,0,,,,,,2,,JUST_RENOVATED
3335,1210,2,DUPLEX,2390,2,3,141,1,1,0,1,9,,,,,,JUST_RENOVATED
3336,1180,2,APARTMENT,1950,2,2,110,0,0,0,1,37,,,,1,,
3337,6464,1,BUNGALOW,45000,1,2,50,0,0,0,,,,,283,4,,
3338,9500,2,APARTMENT,205000,1,2,130,0,,0,,,,,,2,,GOOD
3339,6740,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
3340,1080,1,HOUSE,399000,1,4,137,1,,0,1,16,,,68,2,0,AS_NEW
3341,2950,1,HOUSE,579000,1,3,236,0,,0,1,,,,624,3,1,
3342,1180,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3343,8800,2,APARTMENT,790,2,3,97,0,,0,,,,,,,,GOOD
3344,9940,2,APARTMENT,364000,1,2,100,0,,0,1,20,,,,2,,GOOD
3345,4802,2,GROUND_FLOOR,700,2,1,65,0,0,0,,,,,,2,0,AS_NEW
3346,1650,1,VILLA,2200,2,4,245,0,,1,1,,,,1043,4,,
3347,9000,2,APARTMENT,399000,1,3,,0,,0,,,,,,,,JUST_RENOVATED
3348,5004,2,GROUND_FLOOR,740,2,1,70,0,0,0,1,30,,,,2,0,JUST_RENOVATED
3349,5000,2,APARTMENT,650,2,1,45,0,,0,,,,,,2,,AS_NEW
3350,9120,1,HOUSE,425000,1,3,215,0,,0,1,,,,0,3,,AS_NEW
3351,2340,1,HOUSE,437000,1,3,189,1,,0,1,,,,320,,,AS_NEW
3352,9400,1,MIXED_USE_BUILDING,250000,1,3,220,0,,0,,,,,535,3,,GOOD
3353,1000,2,APARTMENT,845000,1,4,241,1,0,0,,,,,,2,0,JUST_RENOVATED
3354,1000,2,APARTMENT,1000,2,1,70,1,1,0,,,,,,2,0,GOOD
3355,1060,2,APARTMENT,2700,2,3,145,,0,0,,,,,,2,,AS_NEW
3356,1190,2,APARTMENT,275000,1,2,98,0,0,0,1,11,,,,2,0,TO_BE_DONE_UP
3357,2830,1,HOUSE,459000,1,2,185,0,,0,,,,,1209,,,
3358,8400,2,APARTMENT,325000,1,3,98,0,,0,,,,,,,,
3359,9160,2,APARTMENT,265000,1,2,103,,,0,1,,,,,2,,TO_BE_DONE_UP
3360,1080,2,APARTMENT,1488,2,1,43,1,1,0,1,,1,1000,,,0,GOOD
3361,9688,1,VILLA,1745000,1,4,433,,1,1,1,,,,8633,4,,JUST_RENOVATED
3362,9800,2,APARTMENT,258000,1,2,93,1,,0,1,1,,,,2,0,AS_NEW
3363,4731,2,PENTHOUSE,225000,1,1,73,0,,0,1,20,,,,2,0,AS_NEW
3364,4420,1,HOUSE,249000,1,3,124,1,0,0,1,35,1,20,171,3,0,GOOD
3365,8480,1,HOUSE,249000,1,4,215,0,,0,1,,1,271,400,2,,GOOD
3366,4000,2,APARTMENT,149000,1,2,84,,,0,,,,,,2,,GOOD
3367,1970,1,HOUSE,2100,2,3,,1,0,0,1,30,1,600,826,4,0,AS_NEW
3368,8600,2,APARTMENT,610,2,2,76,0,,0,,,,,,,,GOOD
3369,4970,1,HOUSE,750,2,2,87,0,,0,,,,,140,,,JUST_RENOVATED
3370,7640,1,HOUSE,915,2,3,162,0,0,0,1,,,,0,4,0,JUST_RENOVATED
3371,9400,1,HOUSE,275000,1,4,243,0,0,0,1,,,,336,2,,TO_RENOVATE
3372,6980,2,APARTMENT,550,2,1,,0,0,0,,,,,,3,,GOOD
3373,1180,2,APARTMENT,1500,2,1,80,0,1,0,1,15,,,,2,0,AS_NEW
3374,3800,1,HOUSE,265000,1,3,129,0,,0,,,,,150,,,
3375,4000,1,HOUSE,225000,1,4,130,0,0,0,1,16,,,0,2,0,GOOD
3376,1880,1,MIXED_USE_BUILDING,299000,1,2,220,0,,0,1,20,,,158,3,,GOOD
3377,7022,2,APARTMENT,750,2,2,70,0,,0,,,,,,2,,JUST_RENOVATED
3378,1000,2,APARTMENT,1650,2,1,100,1,0,0,,,,,,2,,JUST_RENOVATED
3379,1500,2,DUPLEX,1300,2,3,154,0,0,0,1,,,,,,0,
3380,3520,2,APARTMENT,925,2,2,,,0,0,1,,,,,,,
3381,8300,2,APARTMENT,995000,1,3,120,,,0,1,7,,,,,,GOOD
3382,1040,2,APARTMENT,1300,2,2,90,0,1,0,1,2,,,,2,0,GOOD
3383,1000,2,APARTMENT,1050,2,2,70,,,0,1,12,,,,2,,
3384,2520,1,HOUSE,585000,1,3,195,,,0,,,,,895,,,
3385,3020,2,APARTMENT,730,2,1,60,0,,0,,,,,,1,0,AS_NEW
3386,8850,2,APARTMENT,725,2,3,,,,0,,,,,,,,
3387,1390,1,MIXED_USE_BUILDING,750000,1,6,380,0,,1,1,90,1,1700,2230,4,,AS_NEW
3388,9041,2,APARTMENT,276000,1,2,80,1,0,0,1,15,,,,,,GOOD
3389,1150,1,HOUSE,2490,2,3,140,1,0,0,1,28,1,70,200,2,0,AS_NEW
3390,1000,2,APARTMENT,4900,2,3,204,0,0,0,1,61,,,,,0,AS_NEW
3391,1150,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
3392,1830,1,HOUSE,339000,1,3,135,0,,0,,,1,55,0,,,JUST_RENOVATED
3393,1050,2,APARTMENT,3450,2,3,165,1,1,0,1,20,,,,2,0,AS_NEW
3394,8800,1,HOUSE,215000,1,3,167,0,,0,,,,,742,,,
3395,1000,2,APARTMENT,1650,2,3,115,1,0,0,1,9,,,,2,,AS_NEW
3396,2800,1,MIXED_USE_BUILDING,385000,1,1,95,,,0,,,,,39,2,,GOOD
3397,1160,2,APARTMENT,595000,1,2,100,1,0,0,1,31,,,,3,0,
3398,9052,2,GROUND_FLOOR,390000,1,1,86,0,,0,1,26,,,,4,,
3399,9300,2,APARTMENT,930,2,2,118,0,,0,1,,,,,,,GOOD
3400,1180,2,APARTMENT,1750,2,2,115,0,,0,1,1,,,,2,0,AS_NEW
3401,1050,2,APARTMENT,1750,2,2,105,1,1,0,,,,,,3,0,AS_NEW
3402,1560,1,VILLA,3450,2,5,350,1,,0,,,,,1200,4,,AS_NEW
3403,5000,2,GROUND_FLOOR,1000,2,2,75,0,,0,1,,,,,3,,JUST_RENOVATED
3404,8820,1,HOUSE,469000,1,3,190,,,0,,,,,1368,3,,AS_NEW
3405,2861,2,GROUND_FLOOR,274750,1,1,75,0,,0,1,4,1,37,,3,,GOOD
3406,1853,2,APARTMENT,270000,1,3,85,0,0,0,1,2,,,,3,0,GOOD
3407,1370,2,APARTMENT,600,2,1,45,,,0,,,,,,,,GOOD
